Timestamp,Age,Gender,Faculty,Year of study,Sleep(night),Exercise frequency,Frequent food,Fast food consumption frequency,Do you follow any specific diet?,Diet type,Weight,Weight(kg),Health conditions,Weekly spend for food,University canteen usage,Preferred Sri Lankan foods,Weekly spend for food,University canteen usage,,Preferred Sri Lankan foods,,,Diet goal,What is your height (cm) ?,Food allergies
########,24-26,Female,FAS,4th year,5-6 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,163 cm,Gastritis,"1,000 - 2,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Weight management,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,159,Gastritis,"More than 3,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,Never,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,50 - 59 kg,153,None,"2,000 - 3,000 LKR",Once a week,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,160 cm,None,"1,000 - 2,000 LKR",Once a week,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,152,None,"2,000 - 3,000 LKR",Once a week,"Rice and curry, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Fruits and vegetables",2-3 times a week,No specific diet,None,60 - 69 kg,158cm,None,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,150cm,None,"2,000 - 3,000 LKR",2-3 times a week,Rice and curry,Better health,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,Never,Traditional Sri Lankan food,Daily,No specific diet,Tomatoes,40 - 49 kg,155cm,None,"2,000 - 3,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Male,FAS,3rd year,6-8 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza)",Once a week,No specific diet,None,60 - 69 kg,169,None,"More than 3,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,50 - 59 kg,168,Gastritis,"Less than 1,000 LKR",Rarely/Never,Rice and curry,Better health,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,Never,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,40 - 49 kg,151 cm,Gastritis,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti, Milk rice,",Better health,,,,,,,,
########,24-26,Male,FOM,2nd year,6-8 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,178,Gastritis,"More than 3,000 LKR",2-3 times a week,Rice and curry,Better health,,,,,,,,
########,21-23,Female,FAS,4th year,6-8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,162,None,"More than 3,000 LKR",2-3 times a week,Rice and curry,Improve energy levels,,,,,,,,
########,24-26,Female,FAS,4th year,Less than 5 hours,1-2 times per week,"Traditional Sri Lankan food, Fruits and vegetables",Once a week,No specific diet,None,40 - 49 kg,169,None,"2,000 - 3,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Male,FAS,4th year,6-8 hours,Never,"Traditional Sri Lankan food, Vegetarian/Vegan meals",Once a week,Vegetarian,Gelatin,60 - 69 kg,170,Gastritis,"2,000 - 3,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
########,24-26,Female,FAS,4th year,More than 8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,154,Gastritis,"Less than 1,000 LKR",Daily,Kottu,Better health,,,,,,,,
########,21-23,Male,BSF,4th year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,40 - 49 kg,160cm,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,3-4 times per week,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,60 - 69 kg,160,Gastritis,"2,000 - 3,000 LKR",Daily,Kottu,Better health,,,,,,,,
########,24-26,Male,FAS,4th year,5-6 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Fruits and vegetables",2-3 times a week,No specific diet,None,60 - 69 kg,165,Gastritis,"More than 3,000 LKR",2-3 times a week,Rice and curry,Better health,,,,,,,,
########,24-26,Male,BSF,4th year,Less than 5 hours,Daily,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",Daily,Pescatarian ( does not eat meat but does eat fish),"Dairy, Nuts, Dryfish",50 - 59 kg,165,Gastritis,"More than 3,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Manage health conditions,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods)",Daily,No specific diet,Dryfish,40 - 49 kg,160 cm,Gastritis,"2,000 - 3,000 LKR",Once a week,"Rice and curry, String hoppers, Kottu",Improve energy levels,,,,,,,,
########,24-26,Female,FAS,4th year,5-6 hours,Never,"Traditional Sri Lankan food, Fruits and vegetables",2-3 times a week,Pescatarian ( does not eat meat but does eat fish),None,40 - 49 kg,151cm,None,"1,000 - 2,000 LKR",Once a week,"Rice and curry, Kottu, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,BSF,4th year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",Once a week,No specific diet,Banana,50 - 59 kg,146,Gastritis,"2,000 - 3,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
########,24-26,Male,FAS,4th year,Less than 5 hours,3-4 times per week,"Fast food (e.g., burgers, pizza)",Once a week,Pescatarian ( does not eat meat but does eat fish),"Dryfish,",60 - 69 kg,173 cm,High cholesterol,"More than 3,000 LKR",Rarely/Never,"String hoppers, Hoppers",Better health,,,,,,,,
########,24-26,Female,BSF,4th year,6-8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,165cm,None,"More than 3,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Manage health conditions,,,,,,,,
########,24-26,Female,FOT,4th year,6-8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,Below 40 kg,148,None,"2,000 - 3,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Manage health conditions,,,,,,,,
########,21-23,Male,BSF,3rd year,5-6 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,168cm,None,"2,000 - 3,000 LKR",Rarely/Never,Rice and curry,Better health,,,,,,,,
########,21-23,Female,FAS,2nd year,Less than 5 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",Daily,No specific diet,Dairy,50 - 59 kg,152.4,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
########,24-26,Female,FAS,4th year,6-8 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza)",Once a week,No specific diet,None,40 - 49 kg,165,Acnes,"2,000 - 3,000 LKR",Rarely/Never,Rice and curry,Weight management,,,,,,,,
30/11/2024 13:20:25,27 and above,Male,FAS,4th year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,155,Gastritis,"1,000 - 2,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 13:26:33,21-23,Female,FAS,2nd year,5-6 hours,Daily,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,60 - 69 kg,156,Gastritis,"More than 3,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Weight management,,,,,,,,
30/11/2024 13:27:07,24-26,Female,FAS,4th year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,173,None,"1,000 - 2,000 LKR",Daily,"Rice and curry, String hoppers, Hoppers",Better health,,,,,,,,
30/11/2024 13:32:38,21-23,Female,BSF,2nd year,6-8 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,150 cm,Gastritis,"2,000 - 3,000 LKR",Rarely/Never,Rice and curry,Better health,,,,,,,,
30/11/2024 13:42:03,24-26,Male,FOT,4th year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Vegetarian/Vegan meals",2-3 times a week,No specific diet,None,60 - 69 kg,168,None,"More than 3,000 LKR",Daily,"Rice and curry, Kottu",Manage health conditions,,,,,,,,
30/11/2024 13:43:57,21-23,Female,FOM,2nd year,6-8 hours,Never,Traditional Sri Lankan food,Once a week,No specific diet,None,40 - 49 kg,149cm,None,"2,000 - 3,000 LKR",2-3 times a week,Rice and curry,Better health,,,,,,,,
30/11/2024 13:51:19,21-23,Male,FOT,1st year,6-8 hours,Never,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,60 - 69 kg,160,None,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Hoppers",Better health,,,,,,,,
30/11/2024 13:54:14,24-26,Male,FOT,2nd year,5-6 hours,1-2 times per week,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,Dryfish,50 - 59 kg,175,Gastritis,"More than 3,000 LKR",Daily,"Rice and curry, Kottu, Hoppers",Better health,,,,,,,,
30/11/2024 13:56:34,24-26,Male,FAS,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,80 - 89 kg,176cm,Gastritis,"2,000 - 3,000 LKR",Daily,Kottu,Weight management,,,,,,,,
30/11/2024 13:57:06,24-26,Male,FOT,3rd year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods)",Daily,No specific diet,"Dairy, Dryfish",70 - 79 kg,185,Gastritis,"More than 3,000 LKR",2-3 times a week,"String hoppers, Kottu",Weight management,,,,,,,,
30/11/2024 13:57:06,24-26,Female,FAS,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,50 - 59 kg,154cm,None,"2,000 - 3,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 13:57:34,24-26,Male,BSF,3rd year,5-6 hours,3-4 times per week,Fruits and vegetables,2-3 times a week,No specific diet,None,70 - 79 kg,170,None,"1,000 - 2,000 LKR",2-3 times a week,Rice and curry,Weight management,,,,,,,,
30/11/2024 14:04:35,"21-23, 27 and above",Male,FOT,3rd year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,50 - 59 kg,152,None,"1,000 - 2,000 LKR",2-3 times a week,Rice and curry,Improve energy levels,,,,,,,,
30/11/2024 14:05:53,21-23,Female,FOM,2nd year,Less than 5 hours,Daily,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods)",Daily,No specific diet,None,Below 40 kg,148 cm,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 14:06:53,21-23,Male,FOT,3rd year,5-6 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Fruits and vegetables",Once a week,No specific diet,None,40 - 49 kg,164,None,"Less than 1,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Roti",Better health,,,,,,,,
30/11/2024 14:07:08,21-23,Male,FOT,3rd year,5-6 hours,Daily,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,70 - 79 kg,168,None,"More than 3,000 LKR",2-3 times a week,Kottu,Weight management,,,,,,,,
30/11/2024 14:11:39,27 and above,Female,FAS,2nd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,70 - 79 kg,158cm,None,"1,000 - 2,000 LKR",Daily,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 14:13:01,21-23,Female,FOM,2nd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,163,None,"1,000 - 2,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
30/11/2024 14:13:06,21-23,Female,BSF,2nd year,Less than 5 hours,Never,"Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,50 - 59 kg,150,None,"2,000 - 3,000 LKR",Rarely/Never,Rice and curry,Weight management,,,,,,,,
30/11/2024 14:13:08,21-23,Female,FOM,1st year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,Below 40 kg,152,Gastritis,"2,000 - 3,000 LKR",Daily,Rice and curry,Improve energy levels,,,,,,,,
30/11/2024 14:18:03,21-23,Male,FAS,2nd year,6-8 hours,1-2 times per week,Fruits and vegetables,2-3 times a week,No specific diet,None,60 - 69 kg,170cm,Gastritis,"1,000 - 2,000 LKR",Rarely/Never,Rice and curry,Better health,,,,,,,,
30/11/2024 14:20:42,21-23,Male,FAS,1st year,5-6 hours,Daily,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,178cm,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Manage health conditions,,,,,,,,
30/11/2024 14:21:22,27 and above,Female,FAS,3rd year,6-8 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,146 cm,None,"More than 3,000 LKR",Daily,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 14:22:42,18-20,Male,BSF,1st year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,Dryfish,50 - 59 kg,170,High cholesterol,"Less than 1,000 LKR",2-3 times a week,Rice and curry,Weight management,,,,,,,,
30/11/2024 14:24:16,21-23,Female,FOM,2nd year,5-6 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,153,None,"More than 3,000 LKR",2-3 times a week,"Rice and curry, Kottu, Hoppers",Better health,,,,,,,,
30/11/2024 14:24:20,21-23,Male,FOM,1st year,Less than 5 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,40 - 49 kg,167cm,Gastritis,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 14:26:32,21-23,Female,FOM,2nd year,Less than 5 hours,3-4 times per week,Traditional Sri Lankan food,Daily,No specific diet,None,40 - 49 kg,153,None,"1,000 - 2,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 14:30:08,24-26,Male,FOT,4th year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,168,None,"Less than 1,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Kottu",Improve energy levels,,,,,,,,
30/11/2024 14:31:44,21-23,Female,FOM,2nd year,6-8 hours,Daily,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Fruits and vegetables",Once a week,No specific diet,None,Below 40 kg,153,Gastritis,"1,000 - 2,000 LKR",Rarely/Never,Rice and curry,I have to gain weight in a healthy way,,,,,,,,
30/11/2024 14:31:49,21-23,Female,FOM,1st year,5-6 hours,Never,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,156cm,None,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Weight management,,,,,,,,
30/11/2024 14:37:35,21-23,Male,FOM,3rd year,5-6 hours,Daily,"Fast food (e.g., burgers, pizza)",Daily,No specific diet,None,50 - 59 kg,170,None,"Less than 1,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 14:40:31,21-23,Male,FAS,1st year,Less than 5 hours,Daily,"Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods)",Daily,No specific diet,None,80 - 89 kg,179,Gastritis,"1,000 - 2,000 LKR",Once a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Manage health conditions,,,,,,,,
30/11/2024 14:40:35,18-20,Male,FAPM,1st year,5-6 hours,Daily,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",Daily,No specific diet,None,80 - 89 kg,189,None,"1,000 - 2,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti,",Manage health conditions,,,,,,,,
30/11/2024 14:44:37,21-23,Male,FOM,1st year,Less than 5 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals",Daily,No specific diet,None,60 - 69 kg,170,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 14:49:11,24-26,Male,FAS,4th year,5-6 hours,Never,Traditional Sri Lankan food,Never,No specific diet,Dryfish,60 - 69 kg,176 cm,Gastritis,"2,000 - 3,000 LKR",Rarely/Never,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 14:50:09,21-23,Male,BSF,1st year,More than 8 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",Once a week,Pescatarian ( does not eat meat but does eat fish),"Dairy, Nuts, Dryfish",40 - 49 kg,152,"High cholesterol, Diabetes","More than 3,000 LKR",2-3 times a week,String hoppers,Better health,,,,,,,,
30/11/2024 14:50:21,21-23,Male,FOM,2nd year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza)",2-3 times a week,No specific diet,None,70 - 79 kg,174,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 14:54:04,21-23,Male,FOM,1st year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,70 - 79 kg,168,None,"More than 3,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 14:54:15,21-23,Male,FOT,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Daily,No specific diet,None,70 - 79 kg,180,None,"More than 3,000 LKR",Daily,Rice and curry,Improve energy levels,,,,,,,,
30/11/2024 14:55:59,21-23,Male,FOM,1st year,5-6 hours,Never,"Traditional Sri Lankan food, Vegetarian/Vegan meals, Fruits and vegetables",Once a week,Pescatarian ( does not eat meat but does eat fish),None,40 - 49 kg,165,Gastritis,"1,000 - 2,000 LKR",Daily,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 14:56:32,21-23,Female,FAS,1st year,5-6 hours,1-2 times per week,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",Once a week,No specific diet,None,40 - 49 kg,156 cm,Gastritis,"2,000 - 3,000 LKR",Daily,"Rice and curry, Kottu",Better health,,,,,,,,
30/11/2024 14:57:17,21-23,Male,FAS,1st year,5-6 hours,1-2 times per week,"Processed foods (e.g., instant noodles, frozen foods)",2-3 times a week,No specific diet,None,50 - 59 kg,158,None,"Less than 1,000 LKR",2-3 times a week,Rice and curry,Weight management,,,,,,,,
30/11/2024 14:57:26,21-23,Female,FOM,1st year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,160cm,Gastritis,"2,000 - 3,000 LKR",Once a week,Rice and curry,Better health,,,,,,,,
30/11/2024 15:03:31,27 and above,Male,BSF,1st year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,70 - 79 kg,160,None,"1,000 - 2,000 LKR",Daily,Kottu,Better health,,,,,,,,
30/11/2024 15:08:59,24-26,Female,FAS,4th year,5-6 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",Once a week,No specific diet,None,40 - 49 kg,169.5,None,"1,000 - 2,000 LKR",Once a week,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 15:09:41,21-23,Female,FOT,1st year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,Pork,40 - 49 kg,167.64,None,"2,000 - 3,000 LKR",2-3 times a week,"Rice and curry, Hoppers",Improve energy levels,,,,,,,,
30/11/2024 15:18:47,21-23,Male,FOT,3rd year,Less than 5 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,176,Gastritis,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 15:23:46,24-26,Male,FAS,3rd year,6-8 hours,Daily,"Traditional Sri Lankan food, Fruits and vegetables",Once a week,No specific diet,None,70 - 79 kg,178 cm,None,"2,000 - 3,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 15:29:10,21-23,Male,FOM,1st year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,60 - 69 kg,170,None,"1,000 - 2,000 LKR",2-3 times a week,String hoppers,Weight management,,,,,,,,
30/11/2024 15:35:44,21-23,Male,FAS,2nd year,6-8 hours,1-2 times per week,"Fast food (e.g., burgers, pizza)",Daily,No specific diet,Lactose,70 - 79 kg,159,None,"More than 3,000 LKR",2-3 times a week,Rice and curry,Weight management,,,,,,,,
30/11/2024 15:41:05,21-23,Male,FOM,3rd year,5-6 hours,1-2 times per week,"Traditional Sri Lankan food, Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods)",Never,Vegetarian,Nuts,50 - 59 kg,174m,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 15:46:24,18-20,Male,FOM,2nd year,5-6 hours,Never,Traditional Sri Lankan food,Daily,No specific diet,None,60 - 69 kg,167cm,None,"2,000 - 3,000 LKR",Daily,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 15:54:53,24-26,Female,FOT,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,70 - 79 kg,155,None,"Less than 1,000 LKR",Once a week,Kottu,Better health,,,,,,,,
30/11/2024 16:20:44,21-23,Male,FOM,3rd year,Less than 5 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,60 - 69 kg,171cm,Gastritis,"More than 3,000 LKR",2-3 times a week,Rice and curry,Better health,,,,,,,,
30/11/2024 16:55:06,21-23,Female,FOM,2nd year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Fruits and vegetables",2-3 times a week,No specific diet,None,40 - 49 kg,155,None,"1,000 - 2,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu",Better health,,,,,,,,
30/11/2024 17:03:08,24-26,Male,FOT,4th year,6-8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,177,Gastritis,"More than 3,000 LKR",Rarely/Never,Rice and curry,Improve energy levels,,,,,,,,
30/11/2024 17:26:32,21-23,Female,FOM,2nd year,6-8 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza)",2-3 times a week,No specific diet,None,Below 40 kg,149,Gastritis,"2,000 - 3,000 LKR",2-3 times a week,"Kottu, Hoppers",Better health,,,,,,,,
30/11/2024 17:39:50,24-26,Female,FOT,4th year,6-8 hours,Never,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables",2-3 times a week,No specific diet,None,50 - 59 kg,154,None,"1,000 - 2,000 LKR",Daily,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 18:04:10,27 and above,Male,FAS,4th year,6-8 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,80 - 89 kg,179,None,"2,000 - 3,000 LKR",Rarely/Never,String hoppers,Better health,,,,,,,,
30/11/2024 18:07:11,21-23,Female,FOM,1st year,5-6 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,160,None,"2,000 - 3,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
30/11/2024 18:30:52,21-23,Female,FAS,1st year,6-8 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,158,None,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers",Better health,,,,,,,,
30/11/2024 18:45:53,21-23,Male,FAS,2nd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,130cm,Gastritis,"1,000 - 2,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 18:47:08,21-23,Female,FAS,1st year,Less than 5 hours,Daily,Traditional Sri Lankan food,Once a week,No specific diet,None,40 - 49 kg,170,Gastritis,"More than 3,000 LKR",Rarely/Never,Rice and curry,Manage health conditions,,,,,,,,
30/11/2024 18:55:32,18-20,Male,BSF,4th year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Processed foods (e.g., instant noodles, frozen foods)",Once a week,No specific diet,None,60 - 69 kg,168,None,"More than 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers",Manage health conditions,,,,,,,,
